Value,test,year,month
166700,78748,2004,4
167900,78748,2004,5
169000,78748,2004,6
169900,78748,2004,7
170600,78748,2004,8
171100,78748,2004,9
171400,78748,2004,10
171800,78748,2004,11
172300,78748,2004,12
172900,78748,2005,1
173400,78748,2005,2
173500,78748,2005,3
173300,78748,2005,4
172800,78748,2005,5
172200,78748,2005,6
171700,78748,2005,7
171200,78748,2005,8
170900,78748,2005,9
170600,78748,2005,10
170600,78748,2005,11
170600,78748,2005,12
170500,78748,2006,1
170500,78748,2006,2
170500,78748,2006,3
170400,78748,2006,4
170500,78748,2006,5
170900,78748,2006,6
171600,78748,2006,7
172700,78748,2006,8
173800,78748,2006,9
174700,78748,2006,10
175600,78748,2006,11
176400,78748,2006,12
177400,78748,2007,1
178800,78748,2007,2
180300,78748,2007,3
181900,78748,2007,4
183500,78748,2007,5
184900,78748,2007,6
186000,78748,2007,7
186900,78748,2007,8
187900,78748,2007,9
188900,78748,2007,10
189700,78748,2007,11
190300,78748,2007,12
190600,78748,2008,1
190600,78748,2008,2
190300,78748,2008,3
189900,78748,2008,4
189500,78748,2008,5
189400,78748,2008,6
189100,78748,2008,7
188900,78748,2008,8
188700,78748,2008,9
188600,78748,2008,10
188400,78748,2008,11
188200,78748,2008,12
188100,78748,2009,1
188100,78748,2009,2
188100,78748,2009,3
187800,78748,2009,4
187400,78748,2009,5
187200,78748,2009,6
187100,78748,2009,7
187200,78748,2009,8
187400,78748,2009,9
187600,78748,2009,10
187800,78748,2009,11
188100,78748,2009,12
188400,78748,2010,1
188500,78748,2010,2
188900,78748,2010,3
189500,78748,2010,4
189700,78748,2010,5
189000,78748,2010,6
188400,78748,2010,7
187800,78748,2010,8
187400,78748,2010,9
187500,78748,2010,10
187900,78748,2010,11
187900,78748,2010,12
187400,78748,2011,1
186300,78748,2011,2
185300,78748,2011,3
184600,78748,2011,4
184400,78748,2011,5
184100,78748,2011,6
183800,78748,2011,7
183300,78748,2011,8
183100,78748,2011,9
183000,78748,2011,10
182800,78748,2011,11
182500,78748,2011,12
182700,78748,2012,1
183400,78748,2012,2
183700,78748,2012,3
183600,78748,2012,4
183500,78748,2012,5
183900,78748,2012,6
184500,78748,2012,7
185100,78748,2012,8
184900,78748,2012,9
184700,78748,2012,10
185000,78748,2012,11
185600,78748,2012,12
186300,78748,2013,1
187000,78748,2013,2
187600,78748,2013,3
188500,78748,2013,4
190000,78748,2013,5
192100,78748,2013,6
194300,78748,2013,7
196800,78748,2013,8
199200,78748,2013,9
201200,78748,2013,10
202400,78748,2013,11
203400,78748,2013,12
204300,78748,2014,1
205400,78748,2014,2
206600,78748,2014,3
207800,78748,2014,4
209000,78748,2014,5
210300,78748,2014,6
211800,78748,2014,7
213500,78748,2014,8
215400,78748,2014,9
216500,78748,2014,10
217500,78748,2014,11
219100,78748,2014,12
221000,78748,2015,1
223000,78748,2015,2
225500,78748,2015,3
228200,78748,2015,4
231100,78748,2015,5
234000,78748,2015,6
235900,78748,2015,7
237700,78748,2015,8
239600,78748,2015,9
241200,78748,2015,10
242900,78748,2015,11
245100,78748,2015,12
247200,78748,2016,1
249000,78748,2016,2
250800,78748,2016,3
253000,78748,2016,4
255000,78748,2016,5
257000,78748,2016,6
258900,78748,2016,7
260200,78748,2016,8
260400,78748,2016,9
260700,78748,2016,10
261100,78748,2016,11
261300,78748,2016,12
261900,78748,2017,1
263400,78748,2017,2
264800,78748,2017,3
266000,78748,2017,4
267000,78748,2017,5
267900,78748,2017,6
268300,78748,2017,7
268900,78748,2017,8
270300,78748,2017,9
272600,78748,2017,10
274800,78748,2017,11
276300,78748,2017,12
277400,78748,2018,1
278500,78748,2018,2
280200,78748,2018,3
281400,78748,2018,4
264000,78749,1996,4
266400,78749,1996,5
269300,78749,1996,6
272400,78749,1996,7
275500,78749,1996,8
278600,78749,1996,9
281500,78749,1996,10
284400,78749,1996,11
287000,78749,1996,12
289100,78749,1997,1
290800,78749,1997,2
292100,78749,1997,3
292300,78749,1997,4
291400,78749,1997,5
289400,78749,1997,6
286300,78749,1997,7
282200,78749,1997,8
277400,78749,1997,9
272000,78749,1997,10
266000,78749,1997,11
259600,78749,1997,12
253400,78749,1998,1
247800,78749,1998,2
243000,78749,1998,3
238800,78749,1998,4
235500,78749,1998,5
232700,78749,1998,6
230300,78749,1998,7
228200,78749,1998,8
226300,78749,1998,9
224200,78749,1998,10
222000,78749,1998,11
219400,78749,1998,12
216600,78749,1999,1
213800,78749,1999,2
211000,78749,1999,3
208200,78749,1999,4
205600,78749,1999,5
203300,78749,1999,6
201300,78749,1999,7
199900,78749,1999,8
198900,78749,1999,9
198400,78749,1999,10
198100,78749,1999,11
198200,78749,1999,12
198300,78749,2000,1
198500,78749,2000,2
198700,78749,2000,3
199000,78749,2000,4
199100,78749,2000,5
199200,78749,2000,6
199300,78749,2000,7
199600,78749,2000,8
199900,78749,2000,9
200300,78749,2000,10
200800,78749,2000,11
201400,78749,2000,12
201900,78749,2001,1
202300,78749,2001,2
202700,78749,2001,3
203000,78749,2001,4
203200,78749,2001,5
203200,78749,2001,6
203200,78749,2001,7
203200,78749,2001,8
203100,78749,2001,9
202900,78749,2001,10
202800,78749,2001,11
202600,78749,2001,12
202200,78749,2002,1
201800,78749,2002,2
201200,78749,2002,3
200500,78749,2002,4
199800,78749,2002,5
199000,78749,2002,6
198300,78749,2002,7
197500,78749,2002,8
196900,78749,2002,9
196300,78749,2002,10
195600,78749,2002,11
194900,78749,2002,12
194600,78749,2003,1
194700,78749,2003,2
195000,78749,2003,3
195500,78749,2003,4
196200,78749,2003,5
196800,78749,2003,6
197200,78749,2003,7
197300,78749,2003,8
197000,78749,2003,9
196600,78749,2003,10
196400,78749,2003,11
196600,78749,2003,12
197100,78749,2004,1
197900,78749,2004,2
198800,78749,2004,3
199700,78749,2004,4
200500,78749,2004,5
201300,78749,2004,6
202200,78749,2004,7
203200,78749,2004,8
204400,78749,2004,9
205600,78749,2004,10
206700,78749,2004,11
207700,78749,2004,12
208300,78749,2005,1
208500,78749,2005,2
208600,78749,2005,3
208300,78749,2005,4
207900,78749,2005,5
207400,78749,2005,6
206800,78749,2005,7
206300,78749,2005,8
205900,78749,2005,9
205600,78749,2005,10
205500,78749,2005,11
205500,78749,2005,12
205700,78749,2006,1
206000,78749,2006,2
206400,78749,2006,3
206900,78749,2006,4
207600,78749,2006,5
208600,78749,2006,6
209800,78749,2006,7
211000,78749,2006,8
212100,78749,2006,9
213100,78749,2006,10
213900,78749,2006,11
214500,78749,2006,12
215100,78749,2007,1
215700,78749,2007,2
216600,78749,2007,3
217700,78749,2007,4
219200,78749,2007,5
220900,78749,2007,6
222800,78749,2007,7
224600,78749,2007,8
226400,78749,2007,9
228200,78749,2007,10
229900,78749,2007,11
231300,78749,2007,12
232600,78749,2008,1
233800,78749,2008,2
234800,78749,2008,3
235300,78749,2008,4
235500,78749,2008,5
235400,78749,2008,6
235100,78749,2008,7
234500,78749,2008,8
233800,78749,2008,9
233200,78749,2008,10
232500,78749,2008,11
231800,78749,2008,12
231300,78749,2009,1
231000,78749,2009,2
230800,78749,2009,3
230200,78749,2009,4
229500,78749,2009,5
229200,78749,2009,6
229300,78749,2009,7
229900,78749,2009,8
231000,78749,2009,9
232400,78749,2009,10
233700,78749,2009,11
235000,78749,2009,12
236400,78749,2010,1
236900,78749,2010,2
236600,78749,2010,3
236200,78749,2010,4
235900,78749,2010,5
235000,78749,2010,6
233300,78749,2010,7
231500,78749,2010,8
229900,78749,2010,9
228400,78749,2010,10
227700,78749,2010,11
227400,78749,2010,12
226600,78749,2011,1
225800,78749,2011,2
226000,78749,2011,3
227000,78749,2011,4
227500,78749,2011,5
227300,78749,2011,6
227800,78749,2011,7
228800,78749,2011,8
229100,78749,2011,9
229100,78749,2011,10
229200,78749,2011,11
229100,78749,2011,12
229200,78749,2012,1
229900,78749,2012,2
230900,78749,2012,3
231800,78749,2012,4
232800,78749,2012,5
234000,78749,2012,6
235000,78749,2012,7
235800,78749,2012,8
236900,78749,2012,9
238600,78749,2012,10
240100,78749,2012,11
241600,78749,2012,12
243300,78749,2013,1
244900,78749,2013,2
245600,78749,2013,3
246100,78749,2013,4
247800,78749,2013,5
250600,78749,2013,6
253700,78749,2013,7
256600,78749,2013,8
259400,78749,2013,9
261300,78749,2013,10
262800,78749,2013,11
264300,78749,2013,12
265700,78749,2014,1
266800,78749,2014,2
268300,78749,2014,3
270000,78749,2014,4
270900,78749,2014,5
271100,78749,2014,6
272000,78749,2014,7
274200,78749,2014,8
277200,78749,2014,9
280400,78749,2014,10
283200,78749,2014,11
285000,78749,2014,12
286300,78749,2015,1
287400,78749,2015,2
288400,78749,2015,3
290000,78749,2015,4
292800,78749,2015,5
296200,78749,2015,6
299100,78749,2015,7
300600,78749,2015,8
301300,78749,2015,9
300800,78749,2015,10
300900,78749,2015,11
302300,78749,2015,12
304000,78749,2016,1
306000,78749,2016,2
308800,78749,2016,3
312100,78749,2016,4
315500,78749,2016,5
319100,78749,2016,6
322200,78749,2016,7
325700,78749,2016,8
329400,78749,2016,9
332800,78749,2016,10
335600,78749,2016,11
337900,78749,2016,12
340500,78749,2017,1
343600,78749,2017,2
345700,78749,2017,3
346400,78749,2017,4
347700,78749,2017,5
350000,78749,2017,6
350900,78749,2017,7
350400,78749,2017,8
349400,78749,2017,9
348900,78749,2017,10
348700,78749,2017,11
348900,78749,2017,12
349600,78749,2018,1
352100,78749,2018,2
355400,78749,2018,3
357700,78749,2018,4
244500,78750,1996,4
247500,78750,1996,5
250500,78750,1996,6
253200,78750,1996,7
255400,78750,1996,8
256900,78750,1996,9
257600,78750,1996,10
257700,78750,1996,11
257500,78750,1996,12
256900,78750,1997,1
255800,78750,1997,2
254200,78750,1997,3
252600,78750,1997,4
251100,78750,1997,5
249700,78750,1997,6
248600,78750,1997,7
247900,78750,1997,8
247900,78750,1997,9
248300,78750,1997,10
249300,78750,1997,11
250800,78750,1997,12
252700,78750,1998,1
254200,78750,1998,2
255300,78750,1998,3
256200,78750,1998,4
256600,78750,1998,5
256500,78750,1998,6
255900,78750,1998,7
254800,78750,1998,8
253300,78750,1998,9
251400,78750,1998,10
249300,78750,1998,11
247100,78750,1998,12
245200,78750,1999,1
243300,78750,1999,2
241500,78750,1999,3
240300,78750,1999,4
239600,78750,1999,5
239500,78750,1999,6
240000,78750,1999,7
240900,78750,1999,8
242200,78750,1999,9
243600,78750,1999,10
245100,78750,1999,11
246700,78750,1999,12
248300,78750,2000,1
249500,78750,2000,2
250400,78750,2000,3
251100,78750,2000,4
251800,78750,2000,5
252400,78750,2000,6
253000,78750,2000,7
253600,78750,2000,8
254300,78750,2000,9
255000,78750,2000,10
255800,78750,2000,11
256600,78750,2000,12
257400,78750,2001,1
257900,78750,2001,2
258200,78750,2001,3
258400,78750,2001,4
258600,78750,2001,5
258700,78750,2001,6
258500,78750,2001,7
258200,78750,2001,8
257800,78750,2001,9
257300,78750,2001,10
256800,78750,2001,11
256300,78750,2001,12
255900,78750,2002,1
255500,78750,2002,2
255100,78750,2002,3
255000,78750,2002,4
255000,78750,2002,5
255000,78750,2002,6
255000,78750,2002,7
255000,78750,2002,8
254900,78750,2002,9
254900,78750,2002,10
254700,78750,2002,11
254600,78750,2002,12
254800,78750,2003,1
255300,78750,2003,2
255300,78750,2003,3
255000,78750,2003,4
254300,78750,2003,5
253500,78750,2003,6
252600,78750,2003,7
251700,78750,2003,8
250700,78750,2003,9
249800,78750,2003,10
249000,78750,2003,11
248500,78750,2003,12
248200,78750,2004,1
248300,78750,2004,2
248800,78750,2004,3
249600,78750,2004,4
250700,78750,2004,5
251800,78750,2004,6
252800,78750,2004,7
253800,78750,2004,8
254600,78750,2004,9
255400,78750,2004,10
256200,78750,2004,11
256800,78750,2004,12
257300,78750,2005,1
257600,78750,2005,2
257500,78750,2005,3
257000,78750,2005,4
256400,78750,2005,5
255800,78750,2005,6
255800,78750,2005,7
256400,78750,2005,8
257700,78750,2005,9
259300,78750,2005,10
261000,78750,2005,11
262900,78750,2005,12
264800,78750,2006,1
266800,78750,2006,2
268700,78750,2006,3
270700,78750,2006,4
272700,78750,2006,5
274600,78750,2006,6
276100,78750,2006,7
277200,78750,2006,8
278100,78750,2006,9
278700,78750,2006,10
279200,78750,2006,11
279600,78750,2006,12
279900,78750,2007,1
280100,78750,2007,2
280300,78750,2007,3
280600,78750,2007,4
281700,78750,2007,5
283300,78750,2007,6
284600,78750,2007,7
285400,78750,2007,8
285800,78750,2007,9
285900,78750,2007,10
286100,78750,2007,11
286600,78750,2007,12
287100,78750,2008,1
287500,78750,2008,2
287300,78750,2008,3
286600,78750,2008,4
286100,78750,2008,5
285600,78750,2008,6
284600,78750,2008,7
283700,78750,2008,8
282800,78750,2008,9
281900,78750,2008,10
281000,78750,2008,11
280300,78750,2008,12
279900,78750,2009,1
279700,78750,2009,2
278900,78750,2009,3
277900,78750,2009,4
277300,78750,2009,5
277000,78750,2009,6
276800,78750,2009,7
276700,78750,2009,8
276500,78750,2009,9
276400,78750,2009,10
276400,78750,2009,11
276600,78750,2009,12
276900,78750,2010,1
277100,78750,2010,2
278400,78750,2010,3
280400,78750,2010,4
280800,78750,2010,5
279300,78750,2010,6
278300,78750,2010,7
277500,78750,2010,8
277500,78750,2010,9
279400,78750,2010,10
281200,78750,2010,11
280800,78750,2010,12
278700,78750,2011,1
276800,78750,2011,2
276200,78750,2011,3
275600,78750,2011,4
274100,78750,2011,5
273200,78750,2011,6
274100,78750,2011,7
276100,78750,2011,8
277900,78750,2011,9
278600,78750,2011,10
279200,78750,2011,11
280500,78750,2011,12
282000,78750,2012,1
282700,78750,2012,2
282500,78750,2012,3
282700,78750,2012,4
283500,78750,2012,5
283600,78750,2012,6
282300,78750,2012,7
281100,78750,2012,8
280200,78750,2012,9
278700,78750,2012,10
277600,78750,2012,11
277800,78750,2012,12
279200,78750,2013,1
280900,78750,2013,2
282200,78750,2013,3
282800,78750,2013,4
284200,78750,2013,5
287400,78750,2013,6
291100,78750,2013,7
294200,78750,2013,8
296700,78750,2013,9
299100,78750,2013,10
301000,78750,2013,11
302100,78750,2013,12
303300,78750,2014,1
305300,78750,2014,2
307400,78750,2014,3
309000,78750,2014,4
310100,78750,2014,5
311500,78750,2014,6
313100,78750,2014,7
315100,78750,2014,8
317000,78750,2014,9
318200,78750,2014,10
318600,78750,2014,11
319600,78750,2014,12
321900,78750,2015,1
324500,78750,2015,2
327300,78750,2015,3
332500,78750,2015,4
339600,78750,2015,5
345100,78750,2015,6
348600,78750,2015,7
352300,78750,2015,8
355100,78750,2015,9
356200,78750,2015,10
357600,78750,2015,11
360400,78750,2015,12
361200,78750,2016,1
361800,78750,2016,2
363000,78750,2016,3
364300,78750,2016,4
366300,78750,2016,5
369600,78750,2016,6
372000,78750,2016,7
373200,78750,2016,8
375200,78750,2016,9
378400,78750,2016,10
382100,78750,2016,11
384700,78750,2016,12
386700,78750,2017,1
388500,78750,2017,2
389900,78750,2017,3
390800,78750,2017,4
391700,78750,2017,5
392900,78750,2017,6
394400,78750,2017,7
395300,78750,2017,8
396300,78750,2017,9
398300,78750,2017,10
400500,78750,2017,11
402100,78750,2017,12
404000,78750,2018,1
405700,78750,2018,2
407200,78750,2018,3
408000,78750,2018,4
106600,78751,1996,4
107000,78751,1996,5
107400,78751,1996,6
107900,78751,1996,7
108300,78751,1996,8
108600,78751,1996,9
108900,78751,1996,10
109200,78751,1996,11
109500,78751,1996,12
110000,78751,1997,1
110300,78751,1997,2
110600,78751,1997,3
111100,78751,1997,4
111800,78751,1997,5
112600,78751,1997,6
113600,78751,1997,7
114800,78751,1997,8
116100,78751,1997,9
117700,78751,1997,10
119500,78751,1997,11
121400,78751,1997,12
123600,78751,1998,1
125800,78751,1998,2
127900,78751,1998,3
130000,78751,1998,4
132000,78751,1998,5
134000,78751,1998,6
135900,78751,1998,7
137700,78751,1998,8
139400,78751,1998,9
141300,78751,1998,10
143200,78751,1998,11
145400,78751,1998,12
147800,78751,1999,1
150400,78751,1999,2
153100,78751,1999,3
156400,78751,1999,4
160000,78751,1999,5
164100,78751,1999,6
168600,78751,1999,7
173300,78751,1999,8
178300,78751,1999,9
183500,78751,1999,10
188800,78751,1999,11
194300,78751,1999,12
199900,78751,2000,1
205300,78751,2000,2
210600,78751,2000,3
215900,78751,2000,4
221100,78751,2000,5
226100,78751,2000,6
230800,78751,2000,7
235300,78751,2000,8
239300,78751,2000,9
242900,78751,2000,10
246200,78751,2000,11
249000,78751,2000,12
251400,78751,2001,1
253300,78751,2001,2
254800,78751,2001,3
256100,78751,2001,4
257100,78751,2001,5
257800,78751,2001,6
258200,78751,2001,7
258300,78751,2001,8
258200,78751,2001,9
258000,78751,2001,10
257700,78751,2001,11
257000,78751,2001,12
256300,78751,2002,1
255700,78751,2002,2
255200,78751,2002,3
254900,78751,2002,4
254800,78751,2002,5
254800,78751,2002,6
254800,78751,2002,7
254800,78751,2002,8
254900,78751,2002,9
255000,78751,2002,10
255500,78751,2002,11
256600,78751,2002,12
257400,78751,2003,1
256800,78751,2003,2
254800,78751,2003,3
251600,78751,2003,4
247700,78751,2003,5
243900,78751,2003,6
240900,78751,2003,7
238600,78751,2003,8
236900,78751,2003,9
235700,78751,2003,10
234800,78751,2003,11
234400,78751,2003,12
235100,78751,2004,1
237100,78751,2004,2
240200,78751,2004,3
243800,78751,2004,4
247300,78751,2004,5
250700,78751,2004,6
253700,78751,2004,7
256100,78751,2004,8
258000,78751,2004,9
259600,78751,2004,10
261200,78751,2004,11
262700,78751,2004,12
264200,78751,2005,1
265500,78751,2005,2
266900,78751,2005,3
268600,78751,2005,4
270400,78751,2005,5
272000,78751,2005,6
273400,78751,2005,7
274500,78751,2005,8
275600,78751,2005,9
276700,78751,2005,10
277500,78751,2005,11
278000,78751,2005,12
278400,78751,2006,1
278700,78751,2006,2
279300,78751,2006,3
280200,78751,2006,4
281500,78751,2006,5
282600,78751,2006,6
283600,78751,2006,7
284300,78751,2006,8
285000,78751,2006,9
285300,78751,2006,10
285400,78751,2006,11
285300,78751,2006,12
285300,78751,2007,1
285400,78751,2007,2
285500,78751,2007,3
285600,78751,2007,4
285900,78751,2007,5
286600,78751,2007,6
288000,78751,2007,7
289800,78751,2007,8
292000,78751,2007,9
294400,78751,2007,10
296500,78751,2007,11
298200,78751,2007,12
299400,78751,2008,1
299900,78751,2008,2
300000,78751,2008,3
300200,78751,2008,4
300400,78751,2008,5
300400,78751,2008,6
299700,78751,2008,7
298900,78751,2008,8
298300,78751,2008,9
297900,78751,2008,10
297400,78751,2008,11
296800,78751,2008,12
296400,78751,2009,1
295900,78751,2009,2
295300,78751,2009,3
294800,78751,2009,4
294400,78751,2009,5
293400,78751,2009,6
291600,78751,2009,7
289400,78751,2009,8
288000,78751,2009,9
287300,78751,2009,10
286900,78751,2009,11
286800,78751,2009,12
286400,78751,2010,1
286400,78751,2010,2
286500,78751,2010,3
285600,78751,2010,4
283300,78751,2010,5
281400,78751,2010,6
281000,78751,2010,7
281300,78751,2010,8
281600,78751,2010,9
281700,78751,2010,10
282100,78751,2010,11
283400,78751,2010,12
285500,78751,2011,1
286500,78751,2011,2
286400,78751,2011,3
286200,78751,2011,4
286500,78751,2011,5
286800,78751,2011,6
287400,78751,2011,7
287800,78751,2011,8
287100,78751,2011,9
285800,78751,2011,10
284900,78751,2011,11
283000,78751,2011,12
279700,78751,2012,1
277700,78751,2012,2
277600,78751,2012,3
278100,78751,2012,4
278900,78751,2012,5
280300,78751,2012,6
281300,78751,2012,7
282200,78751,2012,8
283200,78751,2012,9
284100,78751,2012,10
285200,78751,2012,11
286500,78751,2012,12
288700,78751,2013,1
291600,78751,2013,2
294000,78751,2013,3
295500,78751,2013,4
296200,78751,2013,5
296300,78751,2013,6
297500,78751,2013,7
300000,78751,2013,8
302100,78751,2013,9
303900,78751,2013,10
305200,78751,2013,11
305300,78751,2013,12
304700,78751,2014,1
303400,78751,2014,2
302700,78751,2014,3
303800,78751,2014,4
307200,78751,2014,5
312200,78751,2014,6
317400,78751,2014,7
321200,78751,2014,8
324200,78751,2014,9
327200,78751,2014,10
330300,78751,2014,11
334800,78751,2014,12
340800,78751,2015,1
345900,78751,2015,2
348500,78751,2015,3
351900,78751,2015,4
356900,78751,2015,5
361400,78751,2015,6
364800,78751,2015,7
368800,78751,2015,8
373100,78751,2015,9
376000,78751,2015,10
378200,78751,2015,11
380700,78751,2015,12
382500,78751,2016,1
385000,78751,2016,2
389500,78751,2016,3
394600,78751,2016,4
398400,78751,2016,5
401200,78751,2016,6
401800,78751,2016,7
400200,78751,2016,8
398900,78751,2016,9
399200,78751,2016,10
399000,78751,2016,11
399000,78751,2016,12
400400,78751,2017,1
403500,78751,2017,2
405600,78751,2017,3
406300,78751,2017,4
406900,78751,2017,5
407600,78751,2017,6
407500,78751,2017,7
408800,78751,2017,8
412200,78751,2017,9
415600,78751,2017,10
419100,78751,2017,11
422100,78751,2017,12
424300,78751,2018,1
425800,78751,2018,2
429400,78751,2018,3
432700,78751,2018,4
87600,78752,1996,4
87400,78752,1996,5
87200,78752,1996,6
87000,78752,1996,7
86900,78752,1996,8
86800,78752,1996,9
86700,78752,1996,10
86700,78752,1996,11
86700,78752,1996,12
86800,78752,1997,1
87000,78752,1997,2
87200,78752,1997,3
87400,78752,1997,4
87700,78752,1997,5
88200,78752,1997,6
88700,78752,1997,7
89400,78752,1997,8
90100,78752,1997,9
90800,78752,1997,10
91700,78752,1997,11
92600,78752,1997,12
93500,78752,1998,1
94400,78752,1998,2
95300,78752,1998,3
96300,78752,1998,4
97200,78752,1998,5
98200,78752,1998,6
99200,78752,1998,7
100100,78752,1998,8
101100,78752,1998,9
102000,78752,1998,10
103000,78752,1998,11
104000,78752,1998,12
105100,78752,1999,1
106200,78752,1999,2
107400,78752,1999,3
108700,78752,1999,4
110200,78752,1999,5
111900,78752,1999,6
113700,78752,1999,7
115700,78752,1999,8
117800,78752,1999,9
120000,78752,1999,10
122400,78752,1999,11
124900,78752,1999,12
127400,78752,2000,1
129800,78752,2000,2
132100,78752,2000,3
134600,78752,2000,4
137000,78752,2000,5
139400,78752,2000,6
141600,78752,2000,7
143800,78752,2000,8
145900,78752,2000,9
147700,78752,2000,10
149400,78752,2000,11
150900,78752,2000,12
152100,78752,2001,1
153100,78752,2001,2
153900,78752,2001,3
154700,78752,2001,4
155300,78752,2001,5
155700,78752,2001,6
156000,78752,2001,7
156200,78752,2001,8
156200,78752,2001,9
156100,78752,2001,10
155900,78752,2001,11
155500,78752,2001,12
155000,78752,2002,1
154300,78752,2002,2
153500,78752,2002,3
152800,78752,2002,4
152100,78752,2002,5
151500,78752,2002,6
150900,78752,2002,7
150200,78752,2002,8
149500,78752,2002,9
148900,78752,2002,10
148000,78752,2002,11
147000,78752,2002,12
146700,78752,2003,1
147100,78752,2003,2
147700,78752,2003,3
148400,78752,2003,4
149200,78752,2003,5
149900,78752,2003,6
150500,78752,2003,7
150700,78752,2003,8
150800,78752,2003,9
151200,78752,2003,10
151900,78752,2003,11
153100,78752,2003,12
154200,78752,2004,1
155200,78752,2004,2
155500,78752,2004,3
155100,78752,2004,4
154000,78752,2004,5
152600,78752,2004,6
151200,78752,2004,7
150400,78752,2004,8
150100,78752,2004,9
150200,78752,2004,10
150300,78752,2004,11
150500,78752,2004,12
150600,78752,2005,1
150800,78752,2005,2
151400,78752,2005,3
152300,78752,2005,4
153700,78752,2005,5
155300,78752,2005,6
156700,78752,2005,7
157600,78752,2005,8
157900,78752,2005,9
157900,78752,2005,10
157800,78752,2005,11
157900,78752,2005,12
157900,78752,2006,1
158100,78752,2006,2
158400,78752,2006,3
158900,78752,2006,4
159500,78752,2006,5
160100,78752,2006,6
160800,78752,2006,7
161700,78752,2006,8
162900,78752,2006,9
164400,78752,2006,10
166100,78752,2006,11
167800,78752,2006,12
169400,78752,2007,1
170800,78752,2007,2
172100,78752,2007,3
173700,78752,2007,4
175400,78752,2007,5
177200,78752,2007,6
179200,78752,2007,7
181100,78752,2007,8
182700,78752,2007,9
184000,78752,2007,10
184800,78752,2007,11
185200,78752,2007,12
185200,78752,2008,1
185000,78752,2008,2
185000,78752,2008,3
185000,78752,2008,4
185000,78752,2008,5
184600,78752,2008,6
183900,78752,2008,7
183400,78752,2008,8
183100,78752,2008,9
182900,78752,2008,10
182800,78752,2008,11
182700,78752,2008,12
182700,78752,2009,1
182800,78752,2009,2
182900,78752,2009,3
183200,78752,2009,4
183300,78752,2009,5
183600,78752,2009,6
184100,78752,2009,7
185100,78752,2009,8
186300,78752,2009,9
187600,78752,2009,10
188700,78752,2009,11
189300,78752,2009,12
189700,78752,2010,1
190000,78752,2010,2
190100,78752,2010,3
190200,78752,2010,4
190500,78752,2010,5
190600,78752,2010,6
190500,78752,2010,7
189700,78752,2010,8
187700,78752,2010,9
185000,78752,2010,10
182700,78752,2010,11
181800,78752,2010,12
181400,78752,2011,1
180900,78752,2011,2
179500,78752,2011,3
176700,78752,2011,4
173800,78752,2011,5
172700,78752,2011,6
172500,78752,2011,7
172900,78752,2011,8
174100,78752,2011,9
176000,78752,2011,10
177500,78752,2011,11
178400,78752,2011,12
178900,78752,2012,1
179000,78752,2012,2
179500,78752,2012,3
180400,78752,2012,4
180500,78752,2012,5
179700,78752,2012,6
179600,78752,2012,7
180000,78752,2012,8
180200,78752,2012,9
180600,78752,2012,10
181700,78752,2012,11
182900,78752,2012,12
183800,78752,2013,1
184600,78752,2013,2
185800,78752,2013,3
187800,78752,2013,4
190100,78752,2013,5
191700,78752,2013,6
193300,78752,2013,7
195100,78752,2013,8
196200,78752,2013,9
196700,78752,2013,10
197000,78752,2013,11
197200,78752,2013,12
197600,78752,2014,1
199100,78752,2014,2
201000,78752,2014,3
202900,78752,2014,4
205300,78752,2014,5
207400,78752,2014,6
207500,78752,2014,7
207700,78752,2014,8
209200,78752,2014,9
210400,78752,2014,10
210800,78752,2014,11
211600,78752,2014,12
213500,78752,2015,1
215600,78752,2015,2
217100,78752,2015,3
218800,78752,2015,4
222100,78752,2015,5
225900,78752,2015,6
228500,78752,2015,7
231400,78752,2015,8
235900,78752,2015,9
241000,78752,2015,10
245500,78752,2015,11
248800,78752,2015,12
250900,78752,2016,1
253300,78752,2016,2
257000,78752,2016,3
261900,78752,2016,4
266500,78752,2016,5
272000,78752,2016,6
279400,78752,2016,7
286900,78752,2016,8
292500,78752,2016,9
297700,78752,2016,10
302400,78752,2016,11
306300,78752,2016,12
309800,78752,2017,1
312900,78752,2017,2
315300,78752,2017,3
316600,78752,2017,4
317400,78752,2017,5
318200,78752,2017,6
316200,78752,2017,7
311200,78752,2017,8
306300,78752,2017,9
302300,78752,2017,10
299100,78752,2017,11
298800,78752,2017,12
300000,78752,2018,1
300900,78752,2018,2
301900,78752,2018,3
302900,78752,2018,4
111400,78753,1996,4
110700,78753,1996,5
109900,78753,1996,6
109300,78753,1996,7
108600,78753,1996,8
108100,78753,1996,9
107700,78753,1996,10
107400,78753,1996,11
107100,78753,1996,12
107000,78753,1997,1
107000,78753,1997,2
107200,78753,1997,3
107300,78753,1997,4
107500,78753,1997,5
107700,78753,1997,6
107800,78753,1997,7
108000,78753,1997,8
108100,78753,1997,9
108100,78753,1997,10
108200,78753,1997,11
108200,78753,1997,12
108200,78753,1998,1
108300,78753,1998,2
108400,78753,1998,3
108700,78753,1998,4
108900,78753,1998,5
109300,78753,1998,6
109700,78753,1998,7
110100,78753,1998,8
110600,78753,1998,9
111000,78753,1998,10
111500,78753,1998,11
111800,78753,1998,12
112000,78753,1999,1
112200,78753,1999,2
112400,78753,1999,3
112500,78753,1999,4
112700,78753,1999,5
113000,78753,1999,6
113200,78753,1999,7
113500,78753,1999,8
113900,78753,1999,9
